	Catalog Name	Course Name	Department
3880	PLSC 23605	The Politics of the Middle East	PLSC
3881	PLSC 24203	International Environmental Politics	PLSC
3882	PLSC 24806	The Political Economy of Technological Change	PLSC
3883	PLSC 24823	International Human Rights Law and Practice	PLSC
3884	PLSC 24860	Congress in Chaos? Understanding Legislative Function and Dysfunction	PLSC
3885	PLSC 24910	Comparative State Formation	PLSC
3886	PLSC 24950	Latin American Political Development	PLSC
3887	PLSC 25068	Feminist Theory and Political Economy	PLSC
3888	PLSC 25131	Organized Criminal Groups in Latin America	PLSC
3889	PLSC 25457	Topics in Contemporary Critical Theory I	PLSC
3890	PLSC 25458	Topics in Contemporary Critical Theory II	PLSC
3891	PLSC 25459	Topics in Contemporary Critical Theory III	PLSC
3892	PLSC 25601	Why We Fight: The Roots of War and the Paths to Peace	PLSC
3893	PLSC 25678	Evolution of Consciousness	PLSC
3894	PLSC 25997	Three Comedies of Sexual Revolution	PLSC
3895	PLSC 26100	Civil War	PLSC
3896	PLSC 26206	The Political Economy of AI	PLSC
3897	PLSC 26226	American Political Economy and Race	PLSC
3898	PLSC 26302	Introduction to Medieval Political Philosophy	PLSC
3899	PLSC 26969	Quantitative Methods for Political Science	PLSC
3900	PLSC 27002	Norms, Ideas, and Identity in International Politics	PLSC
3901	PLSC 27654	Conspiracy Theories and the Social Sciences	PLSC
3902	PLSC 27818	Philosophical Foundations of Public Policy	PLSC
3903	PLSC 28035	Marx, Revolution, and the Law	PLSC
3904	PLSC 28036	Karl Marx: Early Writings	PLSC
3905	PLSC 28038	Karl Marx: Capital, Volume I	PLSC
3906	PLSC 28080	From Feudalism to Capitalism	PLSC
3907	PLSC 28110	Lab and Field Experiments in Comparative Politics and Policy	PLSC
3908	PLSC 28457	Making, Breaking, and Shaping Foreign Policy	PLSC
3909	PLSC 28602	Advanced National Security Strategy	PLSC
3910	PLSC 28620	The Intelligible Self	PLSC
3911	PLSC 28750	Conflict: Root Causes, Consequences and Solutions for the Future	PLSC
3912	PLSC 28765	The Politics of Authoritarian Regimes	PLSC
3913	PLSC 28801	Introduction to American Politics	PLSC
3914	PLSC 28805	Politics and Cinema under Authority	PLSC
3915	PLSC 28813	Justice and the Economy	PLSC
3916	PLSC 28901	Introduction to Comparative Politics	PLSC
3917	PLSC 29000	Introduction to International Relations	PLSC
3918	PLSC 29066	Twentieth-Century Theories of Capitalism	PLSC
3919	PLSC 29102	Game Theory I	PLSC
3920	PLSC 29103	Game Theory II	PLSC
3921	PLSC 29202	The Secret Side of International Politics	PLSC
3922	PLSC 29505	Political Violence and Terrorism	PLSC
3923	PLSC 29700	Independent Study	PLSC
3924	PLSC 29800	BA Colloquium	PLSC
3925	PLSC 29900	BA Thesis Supervision	PLSC
3926	PLSC 29901	What Was Multilateralism?  100 Units	PLSC
3927	PSYC 20200	Psychological Research Methods	PSYC
3928	PSYC 20250	Introduction to Statistical Concepts and Methods	PSYC
3929	PSYC 20300	Biological Psychology	PSYC
3930	PSYC 20400	Cognitive Psychology	PSYC
3931	PSYC 20500	Developmental Psychology	PSYC
3932	PSYC 20600	Social Psychology	PSYC
3933	PSYC 20700	Sensation and Perception	PSYC
3934	PSYC 20850	Introduction to Human Development	PSYC
3935	PSYC 21100	Human Development Research Design	PSYC
3936	PSYC 21109	Concepts and Categories	PSYC
3937	PSYC 21150	Psychology of Race and Racism	PSYC
3938	PSYC 21260	Psychology Research Incubator	PSYC
3939	PSYC 21690	Media and Psychology: Causes and consequences of media use across the lifespan	PSYC
3940	PSYC 21750	Biological Clocks and Behavior	PSYC
3941	PSYC 22220	Understanding Inequality as a Psychologist	PSYC
3942	PSYC 22350	Social Neuroscience	PSYC
3943	PSYC 22555	Topics in Cognitive Development	PSYC
3944	PSYC 22580	Child Development in the Classroom	PSYC
3945	PSYC 22620	Cognition and Overcoming its Limits	PSYC
3946	PSYC 22950	Emergence and Development of Mathematics and Language	PSYC
3947	PSYC 23000	Cultural Psychology	PSYC
3948	PSYC 23165	Multidisciplinary Perspectives on Morality	PSYC
3949	PSYC 23200	Introduction to Language Acquisition	PSYC
3950	PSYC 23249	Animal Behavior	PSYC
3951	PSYC 23370	Bright and Dark Sides of Empathy	PSYC
3952	PSYC 23660	The Disordered Mind	PSYC
3953	PSYC 23720	Crosslinguistic Perspectives on Language Development	PSYC
3954	PSYC 23800	Introduction to Learning and Memory	PSYC
3955	PSYC 23820	Attention and Working Memory in the Mind and Brain	PSYC
3956	PSYC 23860	Beyond Good and Evil: The Psychology of Morality	PSYC
3957	PSYC 23910	Hormones, Brains, and Behavior	PSYC
3958	PSYC 24010	Systems Neuroscience	PSYC
3959	PSYC 24060	Understanding Practical Wisdom	PSYC
3960	PSYC 24090	Prediction in Language Comprehension	PSYC
3961	PSYC 24133	Neuroscience of Seeing	PSYC
3962	PSYC 24231	Methods in Computational Neuroscience	PSYC
3963	PSYC 24450	Foundations of Neuroscience	PSYC
3964	PSYC 24470	Cellular Neurophysiology	PSYC
3965	PSYC 25101	The Psychology of Decision Making	PSYC
3966	PSYC 25120	Child Development and Public Policy	PSYC
3967	PSYC 25280	The Psychology of Close Relationships	PSYC
3968	PSYC 25500	Cognitive and Social Neuroscience of Aging	PSYC
3969	PSYC 25620	How Children Think	PSYC
3970	PSYC 25700	The Psychology of Negotiation	PSYC
3971	PSYC 25750	The Psychology and Neurobiology of Stress	PSYC
3972	PSYC 25950	The Psychology of Stereotyping and Prejudice	PSYC
3973	PSYC 26010	Big Data in the Psychological Sciences	PSYC
3974	PSYC 26410	Stereotypes and Prejudice	PSYC
3975	PSYC 26520	Mind, Brain and Meaning	PSYC
3976	PSYC 26750	Socio-ecological Psychology	PSYC
3977	PSYC 26780	Emotion and Motivation	PSYC
3978	PSYC 27010	Psycholinguistics	PSYC
3979	PSYC 27950	Evolution and Economics of Human Behavior	PSYC
3980	PSYC 28791	Behavioral Science and Public Policy	PSYC
3981	PSYC 28855	Baby Talk: Communication before Language	PSYC
3982	PSYC 28962	Principles and Methods of Measurement	PSYC
3983	PSYC 28990	Constructing consciousness: How do we go from matter to mind?  100 Units	PSYC
3984	PSYC 29120	Human Communication	PSYC
3985	PSYC 29200	Undergrad Rdgs: Psychology	PSYC
3986	PSYC 29420	Mate Choice: From Neurons to Evolution	PSYC
3987	PSYC 29700	Undergraduate Research in Psychology	PSYC
3988	PSYC 29800	Honors Seminar: Psychology	PSYC
3989	PBPL 20000	Economics for Public Policy	PBPL
3990	PBPL 20115	Women, Peace and Security	PBPL
3991	PBPL 20150	Sustainable Urban Development	PBPL
3992	PBPL 20170	Pandemics, Urban Space, and Public Life	PBPL
3993	PBPL 20305	Inequality in Urban Spaces	PBPL
3994	PBPL 20521	Sociology of urban planning: cities, territories, environments	PBPL
3995	PBPL 20555	The Sociology of Work	PBPL
3996	PBPL 21011	Clinical Research Design and Interpretation of Health Data	PBPL
3997	PBPL 21425	Health in a Changing America: Social Context and Human Rights	PBPL
3998	PBPL 21800	Economics and Environmental Policy	PBPL
3999	PBPL 21850	Legislative Politics	PBPL
4000	PBPL 22006	Decision Modeling for Health Economic Evaluation	PBPL
4001	PBPL 22100	Politics and Policy	PBPL
4002	PBPL 22200	Public Policy Analysis	PBPL
4003	PBPL 22300	Policy Implementation	PBPL
4004	PBPL 22312	Cities, Nature and the Planet	PBPL
4005	PBPL 23007	Clinical and Health Services Research: Methods and Applications	PBPL
4006	PBPL 23011	Beyond the Culture Wars: Social Movements and the Politics of Education in the U	PBPL
4007	PBPL 23100	Environmental Law	PBPL
4008	PBPL 23200	The Economics of Crime	PBPL
4009	PBPL 23300	Justice, Equity, and Opportunity: Shifting Approaches to Criminal Justice Reform	PBPL
4010	PBPL 23305	Justice in an Unjust World: Theories of Justice	PBPL
4011	PBPL 23550	Urban Ecology and the Nature of Cities	PBPL
4012	PBPL 23604	Rockonomics: Public Policy and Creative Sectors	PBPL
4013	PBPL 23606	Political Culture, Social Capital, and The Arts	PBPL
4014	PBPL 23700	Geographical Issues in Housing and Community Development	PBPL
4015	PBPL 24005	Chicago Neighborhoods	PBPL
4016	PBPL 24102	Environmental Politics	PBPL
4017	PBPL 24105	Urban Design: The Chicago Experience	PBPL
4018	PBPL 24540	Weak Regimes and the Politics of Development	PBPL
4019	PBPL 24599	Historical and Contemporary Issues in U	PBPL
4020	PBPL 24605	Introduction to Urban Sciences	PBPL
4021	PBPL 24701	U	PBPL
4022	PBPL 24751	The Business of Non-Profits and The Evolving Social Sector	PBPL
4023	PBPL 24752	Impact investing: Using Impact Capital to Address Social Problems	PBPL
4024	PBPL 24776	International Environmental Policy	PBPL
4025	PBPL 24800	Urban Policy Analysis	PBPL
4026	PBPL 25005	Inequality at Work: The Changing Nature of Jobs and Prospects for Improvement	PBPL
4027	PBPL 25120	Child Development and Public Policy	PBPL
4028	PBPL 25220	Constructing a Society of Human Rights:  A Psychological Framework	PBPL
4029	PBPL 25500	Introduction to U	PBPL
4030	PBPL 25550	Economic Development and Policy	PBPL
4031	PBPL 25563	Does American Democracy Need Religion?  100 Units	PBPL
4032	PBPL 25585	The Chinese Economy	PBPL
4033	PBPL 25595	"Power and ""Development""  100 Units"	PBPL
4034	PBPL 25600	Why We Fight: The Roots of War and the Paths to Peace	PBPL
4035	PBPL 25630	Poverty, Work, and Family Policy	PBPL
4036	PBPL 25640	Labor Markets: A Global Perspective	PBPL
4037	PBPL 25663	Urban Studies: Placemaking	PBPL
4038	PBPL 25704	Environmental Justice in Chicago	PBPL
4039	PBPL 25835	The Political Economy of Cities	PBPL
4040	PBPL 25850	No Justice, No Speech! Free Speech and Palestine in the University and Beyond	PBPL
4041	PBPL 26005	Cities by Design	PBPL
4042	PBPL 26021	Sense & Sensibility & Science @UChicago	PBPL
4043	PBPL 26080	The Challenge of Government Oversight	PBPL
4044	PBPL 26255	Environmental Justice Field Research Project I	PBPL
4045	PBPL 26260	Environmental Justice in Principle and Practice I	PBPL
4046	PBPL 26261	Environmental Justice in Principle and Practice II	PBPL
4047	PBPL 26302	Public Policy Practicum: Interview Project on Gun Violence	PBPL
4048	PBPL 26305	Public Policy Practicum: Qualitative Research in Urban Transportation	PBPL
4049	PBPL 26366	Planning for Land and Life in the Calumet	PBPL
4050	PBPL 26367	Objects, Place and Power	PBPL
4051	PBPL 26368	Environmental Transitions and Unnatural Histories	PBPL
4052	PBPL 26383	Mapping Global Chicago: Immigration Law, Policy & Diaspora	PBPL
4053	PBPL 26400	Quantitative Methods in Public Policy	PBPL
4054	PBPL 26705	Economics of Education	PBPL
4055	PBPL 26831	Quantitative Evaluation for Public Policy	PBPL
4056	PBPL 26930	Environmental Economics: Theory and Applications	PBPL
4057	PBPL 27000	International Economics	PBPL
4058	PBPL 27070	Philanthropy: Private Acts and Public Goods	PBPL
4059	PBPL 27110	Animal Policy	PBPL
4060	PBPL 27156	Urban Design with Nature	PBPL
4061	PBPL 27325	Urban Ecology in the Calumet Region	PBPL
4062	PBPL 27818	Philosophical Foundations of Public Policy	PBPL
4063	PBPL 27900	Global-Local Politics	PBPL
4064	PBPL 27905	Global Health Metrics	PBPL
4065	PBPL 27919	Research in School Improvement	PBPL
4066	PBPL 28029	Education Policy	PBPL
4067	PBPL 28030	Higher Education Policy	PBPL
4068	PBPL 28031	Introduction to Economics of Education	PBPL
4069	PBPL 28300	Health Economics and Public Policy	PBPL
4070	PBPL 28335	Health Care Markets and Regulation	PBPL
4071	PBPL 28350	Education and Economic Development	PBPL
4072	PBPL 28498	Women, Development and Politics	PBPL
4073	PBPL 28502	Policing in America: Black, White and Blue	PBPL
4074	PBPL 28525	Environmental Economics: Theory and Applications	PBPL
4075	PBPL 28528	Household Finance: Theory and Applications	PBPL
4076	PBPL 28550	Methods of Data Collection: Social Experiments, Quasi-Experiments and Surveys	PBPL
4077	PBPL 28633	Policy Evaluation	PBPL
4078	PBPL 28670	Markets and Regulation	PBPL
4079	PBPL 28681	Financial Investments for Public Policy	PBPL
4080	PBPL 28683	Introduction to Corporate Finance	PBPL
4081	PBPL 28728	Climate Change and Society: Human Impacts, Adaptation, and Policy Solutions	PBPL
4082	PBPL 28750	Conflict: Root Causes, Consequences and Solutions for the Future	PBPL
4083	PBPL 28765	The Politics of Authoritarian Regimes	PBPL
4084	PBPL 28785	Value Creation: Social Capital, Negotiation Strategy, and Getting Things Done	PBPL
4085	PBPL 28791	Behavioral Science and Public Policy	PBPL
4086	PBPL 28805	Behavioral Economics and Policy	PBPL
4087	PBPL 28829	Artificial Intelligence for Public Policy	PBPL
4088	PBPL 28925	Health Impacts of Transportation Policies	PBPL
4089	PBPL 29070	Nuclear Policy	PBPL
4090	PBPL 29404	Inequality, Household Finance, and Tax Policy: A Practicum	PBPL
4091	PBPL 29500	BA Project Seminar	PBPL
4092	PBPL 29600	Internship: Public Policy	PBPL
4093	PBPL 29700	Reading and Research: Public Policy	PBPL
4094	PBPL 29800	BA Thesis Seminar: Public Policy	PBPL
4095	PBPL 29900	BA Paper Preparation: Public Policy	PBPL
4096	RDIN 10600	Power and Resistance in the Black Atlantic	RDIN
4097	RDIN 12100	Racial Formations	RDIN
4098	RDIN 12200	Diaspora(s)  100 Units	RDIN
4099	RDIN 12300	Formations of Indigeneity	RDIN
4100	RDIN 13580	Introduction to Asian American Literatures	RDIN
4101	RDIN 16100	Introduction to Latin American Civilization I	RDIN
4102	RDIN 16200	Introduction to Latin American Civilization II	RDIN
4103	RDIN 17908	African-American History to 1865	RDIN
4104	RDIN 18405	Histories of Native America	RDIN
4105	RDIN 18702	Race, Politics, and Sports in the United States	RDIN
4106	RDIN 20007	Africa in the Middle East and the Middle East in Africa	RDIN
4107	RDIN 20100	Afrofuturism(s)  100 Units	RDIN
4108	RDIN 20140	Qualitative Field Methods	RDIN
4109	RDIN 20233	Race in Contemporary American Society	RDIN
4110	RDIN 20400	Black Girlhood	RDIN
4111	RDIN 20408	Trans Genres	RDIN
4112	RDIN 20410	Ekspresyon ekri: Kreyòl lakay soti Ayiti rive nan dyaspora a	RDIN
4113	RDIN 20606	New Topics in Asian American Studies	RDIN
4114	RDIN 20700	Global Health, Environment, and Indigenous Futures	RDIN
4115	RDIN 20900	Violence: Vigilantism, Community Defense, and Armed Resistance	RDIN
4116	RDIN 21150	Psychology of Race and Racism	RDIN
4117	RDIN 21315	Narratives of American Religious History	RDIN
4118	RDIN 21677	Latinxs, Labor, and the Law in the U	RDIN
4119	RDIN 22100	Disease, Health, and the Environment in Global Context	RDIN
4120	RDIN 22203	Caste, Reproduction, and Citizenship in India	RDIN
4121	RDIN 22311	Aspirations of Justice	RDIN
4122	RDIN 22350	Black Game Theory	RDIN
4123	RDIN 22561	Justice at the Margins: Religion, Race, and Resistance Ethics	RDIN
4124	RDIN 22900	Intro to Critical Race Theory	RDIN
4125	RDIN 23001	Censorship in East Asia:  The Case of Colonial Korea	RDIN
4126	RDIN 23002	Schooling and Identity	RDIN
4127	RDIN 23202	Black Religious Protest in the U	RDIN
4128	RDIN 23210	Urban Core in Paris	RDIN
4129	RDIN 23510	The Sociology of Racism: Evolutions, Debates, and Future Directions	RDIN
4130	RDIN 24001	Colonizations I: Colonialism, Enslavement and Resistance in the Atlantic World	RDIN
4131	RDIN 24002	Colonizations II: Imperial Expansion, Anti-Imperialism, and Nation in Asia	RDIN
4132	RDIN 24003	Colonizations III: Decolonization, Revolution, Freedom	RDIN
4133	RDIN 24599	Historical and Contemporary Issues in U	RDIN
4134	RDIN 24601	Martin and Malcolm: Life and Belief	RDIN
4135	RDIN 25119	Architecture and Colonialism in Algeria, Morocco, and Tunisia	RDIN
4136	RDIN 26050	Race, Ethnicity, Language, and Citizenship in the United States	RDIN
4137	RDIN 26220	Dance, Identity, and Appropriation	RDIN
4138	RDIN 26290	Mapping Black Social Dance: Hip Hop and House in the Community and Onstage	RDIN
4139	RDIN 26302	Bodies at Work: Art & Civic Responsibility	RDIN
4140	RDIN 26312	Race, Crime, and Justice in the City	RDIN
4141	RDIN 26380	Indigenous Politics in Latin America	RDIN
4142	RDIN 26384	Art and the Archive in Greater Latin America	RDIN
4143	RDIN 26386	Greater Latin America	RDIN
4144	RDIN 26674	The Global Black Panther Party	RDIN
4145	RDIN 26922	Structuring Refuge: U	RDIN
4146	RDIN 27543	Black and/or Human: On Humanism and Racialized Being	RDIN
4147	RDIN 27544	African Philosophy	RDIN
4148	RDIN 27600	Cinema in Africa	RDIN
4149	RDIN 27685	History Colloquium: Asian/Pacific Islander American History, 1850-2021	RDIN
4150	RDIN 27708	Feeling Brown, Feeling Down	RDIN
4151	RDIN 29000	Cinema and the Speculative Archive: Theory & Practice Seminar	RDIN
4152	RDIN 29117	Theater and Performance in Latin America	RDIN
4153	RDIN 29427	Fashion, Empire, Capitalism	RDIN
4154	RDIN 29634	African Cities and Urbanism	RDIN
4155	RDIN 29661	Colloquium: Digital Humanities/Digital History	RDIN
4156	RDIN 29700	Readings in Race, Diaspora, and Indigeneity	RDIN
4157	RDIN 29800	BA Thesis/Capstone Seminar	RDIN
4158	RDIN 29900	BA Essay / Capstone Project	RDIN
4159	RLST 10100	Introduction to Religious Studies	RLST
4160	RLST 11004	Introduction to the Hebrew Bible	RLST
4161	RLST 11040	Introduction to the Qur'an	RLST
4162	RLST 12000	Introduction to the New Testament: Texts and Contexts of Interpretation	RLST
4163	RLST 13900	Introductory Biblical Hebrew I	RLST
4164	RLST 14000	Introductory Biblical Hebrew II	RLST
4165	RLST 14100	Introductory Koiné Greek I	RLST
4166	RLST 14200	Introductory Koiné Greek II	RLST
4167	RLST 15100-15200-15300	Introductory Qur'anic Arabic I-II-III	RLST
4168	RLST 15100	Introductory Qur'anic Arabic I	RLST
4169	RLST 15200	Introductory Qur'anic Arabic II	RLST
4170	RLST 15300	Introductory Qur'anic Arabic III	RLST
4171	RLST 17700	Advanced Readings in Classical Ethiopic (Ge'ez)  100 Units	RLST
4172	RLST 20124	The Bible Throughout History: From the Dead Sea Scrolls to King James	RLST
4173	RLST 20149	Religion in the Eastern Mediterranean: First Millennium BCE	RLST
4174	RLST 20201-20202-20203	Islamicate Civilization I-II-III	RLST
4175	RLST 20201	Islamicate Civilization I: 600-950	RLST
4176	RLST 20202	Islamicate Civilization II: 950-1750	RLST
4177	RLST 20203	Islamicate Civilization III: 1750-Present	RLST
4178	RLST 20223	Magic, Miracles, and Medicine: Healthcare in the Bible and the Ancient World	RLST
4179	RLST 20228	History of Jews in the Middle East	RLST
4180	RLST 20401-20402-20403	Islamic Thought and Literature I-II-III	RLST
4181	RLST 20401	Islamic Thought and Literature I	RLST
4182	RLST 20402	Islamic Thought and Literature II	RLST
4183	RLST 20403	Islamic Thought and Literature III	RLST
4184	RLST 20490	The Plagues in Egypt: Tradition and Composition	RLST
4185	RLST 20505	Pagans and Christians: Greek Background to Early Christianity	RLST
4186	RLST 20510	Early Jewish Interpretation of the Hebrew Bible	RLST
4187	RLST 20523	The Ecumenical Church Councils and the Making of Christian Doctrine	RLST
4188	RLST 20600	Deuteronomy	RLST
4189	RLST 20606	Introduction to Qur'an Manuscripts	RLST
4190	RLST 20808	Biography of the Prophet Muhammad	RLST
4191	RLST 21101	Papyrology and Early Christian Backgrounds	RLST
4192	RLST 21113	Revolution and Piety in Islam	RLST
4193	RLST 21430	Religion and American Capitalism	RLST
4194	RLST 21550	Innerbiblical Exegesis	RLST
4195	RLST 21702	Buddhist Thought in Japan	RLST
4196	RLST 22010-22011-22012	Jewish Civilization I-II-III	RLST
4197	RLST 22010	Jewish Civilization I: Ancient Beginnings to Medieval Period	RLST
4198	RLST 22011	Jewish Civilization II: Early Modern Period to 21st Century	RLST
4199	RLST 22012	Jewish Civilization III: Language, Creation, and Translation in Jewish Thought and Literature	RLST
4200	RLST 22014	Jewish Civilization III - Narratives of Assimilation	RLST
4201	RLST 22015	Jewish Spaces and Places, Imagined and Real	RLST
4202	RLST 22023	Interpreting the Gospel According to Matthew	RLST
4203	RLST 22035	The Acts of Paul and Thecla and the Pastoral Epistles	RLST
4204	RLST 22036	The Johannine Epistles	RLST
4205	RLST 22110	Religion in the Enlightenment: England and America	RLST
4206	RLST 22215	Athanasius on the Incarnation	RLST
4207	RLST 22303	Second Isaiah	RLST
4208	RLST 22320	Colloquium on Ancient Christianity	RLST
4209	RLST 22401	Zen Before Zen: Chan Buddhism in China	RLST
4210	RLST 22402	Japanese Zen Buddhism	RLST
4211	RLST 22501	Foundations of East Asian Buddhism	RLST
4212	RLST 22604	The Reformation in Britain, 1450-1660	RLST
4213	RLST 22655	Themes in the European Reformation(s)  100 Units	RLST
4214	RLST 22667	The Christian Right	RLST
4215	RLST 22812	Introduction to Hinduism	RLST
4216	RLST 23002	Technê and Technique	RLST
4217	RLST 23104	Immanuel Kant's Critique of Practical Reason	RLST
4218	RLST 23150	Capitalism and Doing Good?  100 Units	RLST
4219	RLST 23200	Faith: A Conceptual History	RLST
4220	RLST 23304	Abolitionist Theologies	RLST
4221	RLST 23507	Power and Responsibility in the Anthropocene	RLST
4222	RLST 23590	Nietzsche's Beyond Good and Evil	RLST
4223	RLST 23599	Christian and Anti-Christian: Kierkegaard and Nietzsche on Religion and Morality	RLST
4224	RLST 23600	Evil: Myth, Symbol and Reality	RLST
4225	RLST 23608	Worshipping the God that Dances: Embodied Forms of Knowledge, Self, and Divinity	RLST
4226	RLST 23630	Introduction to Islamic Philosophy	RLST
4227	RLST 23816	Hope in Theological, Philosophical, and Political Perspective	RLST
4228	RLST 23830	Simone Weil: Spirituality, Metaphysics, and Politics	RLST
4229	RLST 23880	Villains: Evil in Philosophy, Religion, and Film	RLST
4230	RLST 23908	Bergson and China: Buddhist and Confucian Reboots	RLST
4231	RLST 24001	Modern European Philosophy of Religion: 17th Century to the Present	RLST
4232	RLST 24002	Is Religion Bad for Women?  100 Units	RLST
4233	RLST 24102	Justice in an Unjust World: Theories of Justice	RLST
4234	RLST 24116	Buddhism and the Good Life	RLST
4235	RLST 24200	Philosophy and Literature in India	RLST
4236	RLST 24550	Major Trends in Islamic Mysticism	RLST
4237	RLST 24567	Islamic Psychology	RLST
4238	RLST 24600	Buddhist Meditation: Tradition, Transformation, Modernization	RLST
4239	RLST 24806	Creation and Human Creatures: Theological Explorations	RLST
4240	RLST 24901	Religion and Human Rights	RLST
4241	RLST 24920	Platonic Theologies	RLST
4242	RLST 25122	Modern Philosophy of Religion: A Historical Perspective	RLST
4243	RLST 25301	History, Religion, and Politics in Augustine's City of God	RLST
4244	RLST 25400	The Bible in U	RLST
4245	RLST 25510	Christianity, Nonviolence, and Realism	RLST
4246	RLST 25591	Never Forget? Memorialization and the Ethics of Memory	RLST
4247	RLST 25704	Environmental Justice in Chicago	RLST
4248	RLST 25706	Climate Justice	RLST
4249	RLST 26001	Religion and Visual Culture in the Late Antique Mediterranean	RLST
4250	RLST 26006	Embodiment and the Senses	RLST
4251	RLST 26501	Renaissance Demonology	RLST
4252	RLST 26635	Liberatory Violence	RLST
4253	RLST 26660	Global Studies and Religion	RLST
4254	RLST 26674	The Global Black Panther Party	RLST
4255	RLST 26676	Law and Culture in Rabbinic Literature	RLST
4256	RLST 26702	Arabic into Hebrew: Translation and Cultural Change during the Middle Ages	RLST
4257	RLST 27005	The Spirit of Reality TV in East Asia	RLST
4258	RLST 27107	Frankenstein: Making Monsters in Science and Religion	RLST
4259	RLST 27140	Truth, Half-Truth, and Post-Truth	RLST
4260	RLST 27601	Women and Islam	RLST
4261	RLST 27616	Religion and Politics in America	RLST
4262	RLST 27657	Rethinking Pilgrimage: Pop-culture Tourism and Religious Travel	RLST
4263	RLST 27702	Music and Love in South Asia	RLST
4264	RLST 27719	Jewish Thought in the Postcolonial World	RLST
4265	RLST 27724	Diasporism in Modern Judaism	RLST
4266	RLST 28025	Religion and politics in a post-secular age	RLST
4267	RLST 28101	Iblis: Muslim Perspectives on the Devil	RLST
4268	RLST 28132	Science/Fiction/Theory	RLST
4269	RLST 28222	Talking All That Jazz	RLST
4270	RLST 28280	The Good Place and the Bad Place: Judgement, Punishment, and Living a Good Life	RLST
4271	RLST 28311	Image, Iconoclasm, Animation	RLST
4272	RLST 28325	Art and Description in Antiquity and Byzantium	RLST
4273	RLST 28402	Race and Religion in the U	RLST
4274	RLST 28405	Religion in Anime and Japanese Pop Culture	RLST
4275	RLST 28498	Myth and Its Critics	RLST
4276	RLST 28511	Star Wars and Religion	RLST
4277	RLST 28590	Sandworms, Spice, and Spirituality: Religion in Frank Herbert's Dune	RLST
4278	RLST 28717	The Veil and the Vision: Image and Cover in the Western Artistic Tradition	RLST
4279	RLST 28802	Art and Pilgrimage from Antiquity to Christianity	RLST
4280	RLST 28901	Religion, Science, Naturalism: Is There a Problem?  100 Units	RLST
4281	RLST 28904	Sacred Sites and Objects in Chicago	RLST
4282	RLST 28929	Cabal, Cult, and Crisis: Religion and Contemporary Conspiracy Theory	RLST
4283	RLST 29000	The American Culture Wars	RLST
4284	RLST 29024	The Election Race of 2024: Ethics, Religion, and the American Polity	RLST
4285	RLST 29030	Islam, Race and Decoloniality	RLST
4286	RLST 29031	Sufism and Coloniality	RLST
4287	RLST 29068	Christianity and Consumer Culture in the United States	RLST
4288	RLST 29300	Asceticism: Forming the Self	RLST
4289	RLST 29700	Reading and Research Course	RLST
4290	RLST 29800	BA Research Seminar I	RLST
4291	RLST 29900	BA Research Seminar II	RLST
4292	BASQ 12000-12100-12200	Elementary Basque I-II-III	BASQ
4293	BASQ 12000	Elementary Basque I	BASQ
4294	BASQ 12100	Elementary Basque II	BASQ
4295	BASQ 12200	Elementary Basque III	BASQ
4296	BASQ 21100	Basque Culture and Society	BASQ
4297	BASQ 24700	Introduction to Basque Culture	BASQ
4298	BASQ 24710	Spanish Cinema-Basque Cinema	BASQ
4299	BASQ 24730	The Revitalization of the Basque Language	BASQ
4300	BASQ 29300	El ciclo de cuentos en la ficción ibérica contemporánea	BASQ
4301	BASQ 29700	Readings in Special Topics	BASQ
4302	CATA 12200-12300	Catalan for Speakers of Romance Languages I-II	CATA
4303	CATA 12200	Catalan for Speakers of Romance Languages I	CATA
4304	CATA 12300	Catalan for Speakers of Romance Languages II	CATA
4305	CATA 21100	Llengua, societat i cultura I	CATA
4306	CATA 21200	Llengua, societat i cultura II	CATA
4307	CATA 23333	Reading Catalan for Research Purposes	CATA
4308	CATA 21500	Introduction to Contemporary Catalonia	CATA
4309	CATA 21600	Catalan Culture and Society: Art, Music, and Cinema	CATA
4310	CATA 21950	"Dark Stairways of Desire"": Lusting beyond the Norm in Contemporary Catalan Literature"	CATA
4311	CATA 22350	Speaking Truth to Power in Medieval Iberia	CATA
4312	CATA 23500	Alone in the Mountains: Tales of Freedom and Violence in Contemporary Catalan Literature	CATA
4313	CATA 25605	Inquisiciones	CATA
4314	CATA 26525	Literatura política en el Siglo de Oro	CATA
4315	CATA 26555	Self-determination and Democracy in Spain: The Case of Catalonia	CATA
4316	CATA 28024	Ficción del siglo XX, tradición y canon: la narrativa en catalán	CATA
4317	CATA 28620	Fiction, Memory, History: Jaume Cabré's Jo confesso	CATA
4318	CATA 29300	El ciclo de cuentos en la ficción ibérica contemporánea	CATA
4319	CATA 29700	Readings in Special Topics	CATA
4320	CATA 29900	BA Paper Preparation: Catalan	CATA
4321	FREN 10100-10200-10300	Beginning Elementary French I-II-III	FREN
4322	FREN 10100	Beginning Elementary French I	FREN
4323	FREN 10200	Beginning Elementary French II	FREN
4324	FREN 10300	Beginning Elementary French III	FREN
4325	FREN 10402	Heritage French : Developing Foundational Skills	FREN
4326	FREN 12001-12002-12003	Intensive French I-II-III	FREN
4327	FREN 12001	Intensive French I	FREN
4328	FREN 12002	Intensive French II	FREN
4329	FREN 12003	Intensive French III	FREN
4330	FREN 13333	Reading French for Research Purposes Prerequisite Course	FREN
4331	FREN 14100	French for Romance Language Speakers	FREN
